age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
24,blue-collar,single,unknown,no,431,yes,no,unknown,3,jun,108.0,12,-1.0,0,unknown,no
30,admin.,single,secondary,no,1009,yes,no,cellular,29,jan,253.0,1,-1.0,0,unknown,no
32,self-employed,married,primary,no,286,yes,no,cellular,6,aug,175.0,1,-1.0,0,unknown,no
53,entrepreneur,married,tertiary,no,22370,yes,no,unknown,15,may,106.0,1,-1.0,0,unknown,no
42,blue-collar,married,primary,no,2111,yes,no,cellular,7,may,86.0,2,-1.0,0,unknown,no
48,blue-collar,married,primary,no,5366,yes,no,unknown,21,may,248.0,3,-1.0,0,unknown,no
33,technician,married,secondary,no,181,yes,yes,telephone,28,jul,265.0,2,-1.0,0,unknown,no
31,blue-collar,divorced,secondary,no,-452,yes,no,unknown,26,may,182.0,5,-1.0,0,unknown,no
56,unemployed,divorced,primary,no,1770,no,no,cellular,5,feb,916.0,3,-1.0,0,unknown,no
58,retired,married,primary,no,0,no,no,cellular,4,aug,506.0,1,-1.0,0,unknown,no
37,admin.,single,secondary,no,-296,yes,no,cellular,20,apr,81.0,1,-1.0,0,unknown,no
59,management,married,primary,no,2358,yes,no,cellular,17,apr,30.0,1,-1.0,0,unknown,no
50,management,single,tertiary,no,1200,no,no,cellular,14,aug,904.0,3,-1.0,0,unknown,yes
39,housemaid,single,primary,no,109,yes,no,unknown,6,may,699.0,3,-1.0,0,unknown,no
30,technician,married,secondary,no,616,yes,no,cellular,6,may,19.0,1,-1.0,0,unknown,no
47,services,divorced,secondary,no,4906,yes,no,unknown,14,may,389.0,1,-1.0,0,unknown,no
44,self-employed,married,secondary,no,313,no,no,cellular,6,aug,211.0,4,-1.0,0,unknown,no
38,blue-collar,married,primary,no,290,yes,no,cellular,16,apr,283.0,1,-1.0,0,unknown,no
50,management,married,tertiary,no,1240,no,no,cellular,12,aug,474.0,2,-1.0,0,unknown,no
27,admin.,single,tertiary,no,3672,yes,no,cellular,15,may,157.0,2,351.0,5,failure,no
73,retired,married,secondary,no,19,no,no,cellular,5,nov,509.0,2,-1.0,0,unknown,no
46,blue-collar,married,primary,no,143,yes,no,unknown,7,may,279.0,1,-1.0,0,unknown,no
56,retired,divorced,secondary,no,212,no,yes,telephone,17,jul,27.0,1,-1.0,0,unknown,no
36,management,married,tertiary,no,9,no,no,cellular,11,aug,386.0,4,-1.0,0,unknown,yes
33,blue-collar,married,primary,no,3074,no,no,cellular,18,nov,679.0,1,-1.0,0,unknown,no
40,management,married,tertiary,no,1734,yes,no,unknown,2,jun,169.0,1,-1.0,0,unknown,no
52,management,married,tertiary,no,575,no,no,unknown,3,jun,315.0,1,-1.0,0,unknown,no
51,blue-collar,married,secondary,no,397,yes,no,cellular,20,aug,293.0,2,-1.0,0,unknown,no
33,blue-collar,married,secondary,no,640,yes,no,cellular,3,feb,439.0,3,-1.0,0,unknown,no
54,services,married,secondary,no,158,yes,no,unknown,19,may,198.0,1,-1.0,0,unknown,no
44,management,married,secondary,no,2984,yes,no,unknown,15,may,770.0,2,-1.0,0,unknown,no
50,entrepreneur,married,secondary,no,1011,yes,no,telephone,30,jul,340.0,2,-1.0,0,unknown,no
45,blue-collar,single,secondary,no,0,yes,no,cellular,26,apr,1472.0,1,192.0,4,failure,yes
36,management,married,tertiary,no,1133,yes,no,cellular,4,aug,293.0,1,181.0,2,other,yes
42,technician,married,secondary,no,4945,yes,no,cellular,2,mar,311.0,2,-1.0,0,unknown,yes
37,technician,married,secondary,no,712,yes,no,cellular,18,nov,291.0,2,-1.0,0,unknown,no
28,services,single,secondary,no,-427,yes,yes,unknown,21,may,965.0,2,-1.0,0,unknown,no
56,admin.,married,secondary,no,2146,no,yes,unknown,9,jun,594.0,1,-1.0,0,unknown,no
59,admin.,married,secondary,no,92,yes,no,cellular,12,may,139.0,2,350.0,1,failure,no
32,unemployed,married,secondary,no,10,yes,no,unknown,6,may,501.0,4,-1.0,0,unknown,no
57,retired,married,primary,no,1238,yes,no,cellular,15,jul,274.0,1,-1.0,0,unknown,no
49,admin.,single,secondary,no,981,yes,no,telephone,21,nov,10.0,3,-1.0,0,unknown,no
56,entrepreneur,married,unknown,no,575,no,no,unknown,20,jun,18.0,2,-1.0,0,unknown,no
48,admin.,divorced,unknown,no,-70,no,no,cellular,14,may,243.0,1,-1.0,0,unknown,no
27,student,single,tertiary,no,3733,yes,no,cellular,22,may,198.0,1,98.0,6,success,yes
31,management,single,tertiary,no,574,yes,no,cellular,16,jul,410.0,2,-1.0,0,unknown,no
28,blue-collar,single,secondary,no,43,no,no,unknown,19,may,190.0,1,-1.0,0,unknown,no
36,management,married,tertiary,no,428,no,no,unknown,28,may,121.0,1,-1.0,0,unknown,no
58,housemaid,married,primary,no,0,yes,no,telephone,9,jul,148.0,1,-1.0,0,unknown,no
46,admin.,married,secondary,no,0,yes,yes,cellular,20,apr,239.0,2,259.0,2,failure,no
32,management,single,tertiary,no,474,yes,no,cellular,7,aug,90.0,3,-1.0,0,unknown,no
39,services,married,secondary,no,-540,no,no,unknown,6,jun,29.0,1,-1.0,0,unknown,no
35,self-employed,married,tertiary,no,560,yes,no,cellular,2,apr,58.0,1,136.0,1,failure,no
31,management,married,tertiary,no,325,yes,no,cellular,18,jul,1139.0,2,-1.0,0,unknown,yes
29,management,single,tertiary,no,437,no,no,cellular,5,aug,504.0,1,92.0,1,success,yes
48,blue-collar,married,primary,no,574,no,no,cellular,5,aug,348.0,1,-1.0,0,unknown,no
60,retired,married,primary,no,0,no,no,telephone,30,jul,130.0,3,-1.0,0,unknown,no
74,retired,married,secondary,no,935,no,no,cellular,26,jan,100.0,1,104.0,1,other,no
30,services,married,secondary,no,699,yes,no,unknown,29,may,544.0,1,-1.0,0,unknown,no
52,admin.,single,primary,no,0,no,no,unknown,19,may,182.0,11,-1.0,0,unknown,no
24,blue-collar,married,secondary,no,-220,yes,no,cellular,2,apr,90.0,1,-1.0,0,unknown,no
29,services,married,secondary,no,11417,yes,no,unknown,28,may,272.0,2,-1.0,0,unknown,no
33,housemaid,married,primary,no,212,yes,no,cellular,11,jul,260.0,2,-1.0,0,unknown,no
34,blue-collar,married,secondary,no,67,yes,yes,unknown,8,may,672.0,3,-1.0,0,unknown,no
45,admin.,divorced,secondary,no,0,no,no,cellular,29,oct,264.0,1,-1.0,0,unknown,yes
31,blue-collar,married,secondary,no,0,no,yes,telephone,15,jul,275.0,2,-1.0,0,unknown,no
45,technician,married,secondary,no,1673,no,no,cellular,23,oct,76.0,1,-1.0,0,unknown,no
27,services,married,secondary,no,-1202,yes,no,unknown,4,jun,749.0,2,-1.0,0,unknown,no
30,management,single,tertiary,no,4213,no,no,cellular,25,aug,142.0,4,-1.0,0,unknown,no
45,blue-collar,married,primary,no,0,no,no,cellular,26,aug,454.0,2,-1.0,0,unknown,no
57,blue-collar,married,secondary,no,1521,yes,yes,cellular,18,may,102.0,2,178.0,5,failure,no
34,management,married,tertiary,no,1310,no,no,telephone,30,jan,521.0,3,158.0,7,other,no
40,admin.,married,secondary,no,0,yes,yes,cellular,17,nov,57.0,1,-1.0,0,unknown,no
39,management,married,tertiary,no,399,no,no,cellular,9,apr,504.0,1,-1.0,0,unknown,no
46,technician,married,tertiary,no,405,no,no,cellular,11,aug,138.0,3,-1.0,0,unknown,no
55,management,divorced,tertiary,no,9756,yes,no,cellular,5,jun,103.0,2,95.0,1,other,yes
25,management,single,tertiary,no,2506,no,no,cellular,17,feb,485.0,1,-1.0,0,unknown,yes
34,management,married,tertiary,no,697,no,no,cellular,5,aug,166.0,1,-1.0,0,unknown,no
37,blue-collar,married,primary,no,403,yes,no,cellular,8,may,318.0,2,338.0,1,success,no
64,retired,divorced,tertiary,no,890,no,no,cellular,3,jul,531.0,3,-1.0,0,unknown,no
45,technician,divorced,secondary,no,809,yes,no,cellular,13,may,155.0,2,363.0,4,failure,no
57,housemaid,married,secondary,no,158,yes,no,telephone,10,jul,73.0,1,-1.0,0,unknown,no
21,student,single,unknown,no,137,yes,no,unknown,12,may,198.0,3,-1.0,0,unknown,no
58,housemaid,married,secondary,no,2705,no,no,telephone,14,aug,137.0,1,-1.0,0,unknown,no
41,blue-collar,single,secondary,no,75,yes,no,unknown,1,jul,479.0,9,-1.0,0,unknown,yes
41,management,married,unknown,no,2457,yes,no,unknown,9,may,285.0,1,-1.0,0,unknown,no
58,management,married,tertiary,no,541,yes,no,cellular,8,may,98.0,1,-1.0,0,unknown,no
33,management,married,tertiary,no,287,yes,no,cellular,15,may,199.0,2,274.0,3,other,no
32,management,married,tertiary,no,273,yes,yes,cellular,18,jul,97.0,3,-1.0,0,unknown,no
44,services,divorced,secondary,no,0,yes,no,unknown,4,jun,389.0,5,-1.0,0,unknown,no
47,unknown,married,unknown,no,677,no,no,cellular,7,aug,384.0,1,99.0,4,success,no
41,self-employed,married,primary,no,340,no,no,unknown,6,jun,37.0,3,-1.0,0,unknown,no
54,technician,married,tertiary,no,98,no,no,cellular,8,aug,420.0,4,-1.0,0,unknown,no
47,technician,divorced,tertiary,no,477,yes,no,telephone,7,may,973.0,1,366.0,1,failure,no
32,management,single,tertiary,no,2629,no,no,cellular,28,aug,77.0,4,-1.0,0,unknown,no
59,housemaid,married,tertiary,no,0,no,yes,cellular,29,jul,376.0,2,-1.0,0,unknown,no
29,technician,single,tertiary,no,2325,no,no,cellular,2,feb,125.0,1,-1.0,0,unknown,yes
48,services,married,secondary,yes,-20,no,no,cellular,20,aug,142.0,2,-1.0,0,unknown,no
32,technician,single,secondary,no,230,yes,no,cellular,18,may,442.0,1,266.0,8,failure,yes
46,management,divorced,secondary,no,-852,no,yes,cellular,29,aug,728.0,2,-1.0,0,unknown,no
31,blue-collar,single,primary,no,-280,no,no,unknown,21,may,281.0,3,-1.0,0,unknown,no
53,blue-collar,married,secondary,no,25,no,no,cellular,22,aug,528.0,2,-1.0,0,unknown,yes
34,technician,single,tertiary,no,9851,yes,no,cellular,20,nov,128.0,5,-1.0,0,unknown,no
48,services,single,unknown,no,5095,yes,no,unknown,16,jun,71.0,1,-1.0,0,unknown,no
32,technician,married,secondary,no,687,no,no,cellular,20,aug,161.0,4,-1.0,0,unknown,no
31,management,married,secondary,no,1368,yes,no,cellular,12,aug,129.0,4,-1.0,0,unknown,no
27,blue-collar,single,primary,no,-179,yes,no,cellular,15,may,54.0,2,-1.0,0,unknown,no
60,admin.,married,secondary,no,-396,yes,no,cellular,11,may,443.0,1,350.0,1,failure,no
34,blue-collar,single,tertiary,no,1011,yes,no,unknown,6,may,136.0,1,-1.0,0,unknown,no
52,self-employed,married,secondary,no,9,no,yes,unknown,6,jun,44.0,1,-1.0,0,unknown,no
48,blue-collar,married,secondary,no,1159,yes,yes,cellular,15,may,1181.0,9,-1.0,0,unknown,no
45,technician,married,primary,no,-322,no,no,unknown,9,jun,225.0,2,-1.0,0,unknown,no
54,technician,divorced,secondary,no,1114,yes,no,cellular,30,jan,81.0,1,-1.0,0,unknown,no
52,services,married,secondary,no,2072,no,no,cellular,10,jul,224.0,1,-1.0,0,unknown,no
47,entrepreneur,married,tertiary,no,459,yes,no,cellular,29,jul,189.0,4,-1.0,0,unknown,no
54,unknown,married,secondary,no,1157,no,no,cellular,26,may,98.0,2,-1.0,0,unknown,no
34,blue-collar,married,secondary,no,8309,yes,yes,cellular,19,nov,50.0,1,-1.0,0,unknown,no
39,technician,single,tertiary,no,1043,no,no,cellular,18,aug,195.0,10,-1.0,0,unknown,no
46,technician,married,secondary,no,2098,no,no,cellular,7,aug,110.0,2,-1.0,0,unknown,no
26,unemployed,single,secondary,no,461,no,no,cellular,28,jan,214.0,1,-1.0,0,unknown,no
37,technician,single,secondary,no,61,yes,no,unknown,19,may,182.0,8,-1.0,0,unknown,no
47,blue-collar,married,secondary,no,1203,yes,no,cellular,17,apr,239.0,2,-1.0,0,unknown,no
35,technician,married,secondary,no,1067,no,yes,cellular,12,aug,179.0,6,-1.0,0,unknown,no
57,unemployed,married,primary,no,0,no,no,unknown,9,jun,540.0,1,-1.0,0,unknown,no
34,management,married,tertiary,no,1657,yes,no,cellular,18,may,566.0,2,356.0,4,failure,no
47,technician,married,secondary,no,1219,no,no,cellular,18,aug,697.0,4,-1.0,0,unknown,yes
27,technician,married,secondary,no,7,yes,no,unknown,15,may,98.0,2,-1.0,0,unknown,no
40,blue-collar,married,secondary,no,-839,yes,yes,cellular,16,jul,1018.0,2,-1.0,0,unknown,yes
39,technician,married,secondary,no,994,no,no,cellular,5,feb,221.0,1,241.0,1,failure,no
36,entrepreneur,married,tertiary,no,6,no,no,telephone,30,oct,246.0,1,-1.0,0,unknown,no
42,technician,single,secondary,no,0,no,no,cellular,21,aug,656.0,2,-1.0,0,unknown,no
23,blue-collar,single,primary,no,8627,yes,no,unknown,3,jun,281.0,1,-1.0,0,unknown,no
34,management,married,tertiary,no,133,yes,no,unknown,8,may,65.0,1,-1.0,0,unknown,no
34,blue-collar,married,secondary,no,247,yes,yes,unknown,26,may,193.0,5,-1.0,0,unknown,no
49,services,married,secondary,no,1114,no,no,cellular,17,nov,283.0,1,-1.0,0,unknown,no
57,blue-collar,married,primary,no,1592,no,yes,unknown,20,jun,78.0,4,-1.0,0,unknown,no
59,retired,married,unknown,no,0,no,no,unknown,8,may,425.0,6,-1.0,0,unknown,no
57,admin.,married,tertiary,no,46,no,no,cellular,7,aug,238.0,2,-1.0,0,unknown,no
34,blue-collar,married,secondary,no,1221,yes,no,cellular,6,may,182.0,1,90.0,8,failure,no
61,management,married,secondary,no,985,no,no,cellular,18,aug,998.0,6,-1.0,0,unknown,yes
35,blue-collar,divorced,secondary,no,0,yes,no,unknown,8,may,477.0,1,-1.0,0,unknown,no
42,management,married,tertiary,no,520,no,no,cellular,4,nov,158.0,1,-1.0,0,unknown,no
57,services,married,tertiary,no,10,no,no,telephone,8,jul,320.0,3,-1.0,0,unknown,no
42,blue-collar,married,secondary,no,2157,yes,no,cellular,13,may,149.0,1,364.0,2,failure,no
53,retired,married,secondary,no,6095,yes,yes,cellular,14,may,410.0,5,-1.0,0,unknown,no
63,retired,married,tertiary,no,133,yes,no,cellular,13,feb,104.0,2,-1.0,0,unknown,no
47,self-employed,married,secondary,no,1121,no,no,unknown,20,jun,454.0,6,-1.0,0,unknown,no
54,services,married,secondary,no,88,yes,no,unknown,13,may,190.0,1,-1.0,0,unknown,no
45,admin.,married,secondary,no,0,no,no,cellular,19,aug,145.0,10,-1.0,0,unknown,no
28,management,single,tertiary,no,-328,yes,no,telephone,2,feb,318.0,2,-1.0,0,unknown,no
58,unemployed,married,secondary,no,610,yes,no,telephone,29,jul,246.0,2,-1.0,0,unknown,no
48,management,single,tertiary,no,414,no,no,cellular,21,jul,761.0,2,-1.0,0,unknown,no
35,management,divorced,tertiary,no,0,yes,no,telephone,29,oct,171.0,1,-1.0,0,unknown,yes
37,self-employed,married,tertiary,no,0,no,no,unknown,6,jun,143.0,1,-1.0,0,unknown,no
37,blue-collar,married,secondary,no,685,yes,no,unknown,6,jun,968.0,1,-1.0,0,unknown,no
37,management,married,primary,no,22856,no,no,cellular,2,jul,154.0,1,388.0,1,failure,no
25,services,single,secondary,no,-352,no,no,cellular,15,jul,246.0,1,-1.0,0,unknown,no
58,blue-collar,married,secondary,no,602,yes,no,cellular,13,may,201.0,1,-1.0,0,unknown,no
52,management,married,secondary,no,-588,yes,no,cellular,22,jul,81.0,4,-1.0,0,unknown,no
19,student,single,secondary,no,302,no,no,cellular,16,jul,205.0,1,-1.0,0,unknown,yes
59,blue-collar,married,secondary,no,5314,yes,no,cellular,5,may,200.0,3,-1.0,0,unknown,no
41,technician,married,secondary,no,64,yes,yes,unknown,8,may,210.0,2,-1.0,0,unknown,no
34,technician,single,tertiary,no,632,no,no,cellular,22,aug,215.0,10,-1.0,0,unknown,no
35,technician,single,secondary,no,5731,yes,no,cellular,4,may,164.0,2,167.0,4,other,no
41,technician,married,secondary,no,902,no,no,unknown,16,jun,35.0,6,-1.0,0,unknown,no
28,blue-collar,single,secondary,no,6307,yes,no,unknown,28,may,615.0,1,-1.0,0,unknown,no
53,management,divorced,secondary,no,112,no,yes,cellular,11,aug,246.0,3,-1.0,0,unknown,no
35,services,married,secondary,no,0,no,yes,telephone,9,jul,42.0,1,-1.0,0,unknown,no
33,admin.,single,tertiary,no,621,no,no,cellular,8,jul,217.0,1,-1.0,0,unknown,no
37,technician,single,secondary,no,435,yes,no,unknown,26,may,210.0,1,-1.0,0,unknown,no
32,technician,married,secondary,no,782,yes,no,unknown,26,may,116.0,4,-1.0,0,unknown,no
32,blue-collar,married,secondary,no,478,yes,no,unknown,3,jun,200.0,1,-1.0,0,unknown,no
54,services,married,unknown,no,7864,yes,no,unknown,15,may,145.0,4,-1.0,0,unknown,no
44,blue-collar,married,secondary,no,1910,yes,no,unknown,5,jun,41.0,1,-1.0,0,unknown,no
36,technician,divorced,tertiary,no,1174,yes,no,cellular,18,nov,192.0,2,-1.0,0,unknown,no
56,admin.,married,secondary,no,1270,yes,no,cellular,17,nov,80.0,2,165.0,2,other,no
30,management,single,tertiary,no,18,no,no,unknown,20,may,121.0,11,-1.0,0,unknown,no
36,blue-collar,married,secondary,no,141,yes,no,unknown,23,may,106.0,3,-1.0,0,unknown,no
43,management,married,tertiary,no,2886,no,no,cellular,20,nov,230.0,1,-1.0,0,unknown,no
40,technician,married,secondary,no,2715,yes,no,unknown,29,may,125.0,2,-1.0,0,unknown,no
32,technician,single,tertiary,no,1100,yes,yes,cellular,11,aug,67.0,1,-1.0,0,unknown,no
34,blue-collar,married,secondary,no,516,yes,yes,unknown,2,jun,26.0,1,-1.0,0,unknown,no
37,services,married,secondary,no,1,no,no,unknown,15,may,395.0,2,-1.0,0,unknown,no
28,admin.,single,secondary,no,775,no,no,cellular,29,jan,603.0,2,-1.0,0,unknown,no
35,unknown,married,primary,no,634,no,no,cellular,7,jul,185.0,2,-1.0,0,unknown,no
53,blue-collar,single,secondary,no,5715,no,no,cellular,28,jan,287.0,2,-1.0,0,unknown,no
60,admin.,married,unknown,no,1088,yes,no,cellular,26,may,149.0,1,-1.0,0,unknown,no
40,entrepreneur,married,secondary,no,1532,yes,yes,cellular,18,nov,173.0,7,-1.0,0,unknown,no
57,retired,married,primary,no,75,no,no,cellular,28,aug,118.0,2,-1.0,0,unknown,no
29,technician,single,secondary,no,103,no,no,unknown,19,may,314.0,1,-1.0,0,unknown,no
44,blue-collar,married,primary,no,134,yes,no,cellular,7,may,378.0,1,-1.0,0,unknown,no
41,admin.,single,secondary,no,748,no,no,telephone,21,nov,94.0,7,130.0,3,other,no
47,technician,married,secondary,no,1990,yes,yes,cellular,25,aug,108.0,4,-1.0,0,unknown,no
43,technician,married,tertiary,no,192,no,no,cellular,5,aug,203.0,2,-1.0,0,unknown,no
37,technician,single,secondary,no,267,no,no,cellular,13,may,121.0,1,-1.0,0,unknown,no
34,technician,single,tertiary,no,586,yes,no,unknown,16,may,489.0,2,-1.0,0,unknown,no
30,blue-collar,single,secondary,no,648,yes,yes,unknown,8,may,287.0,1,-1.0,0,unknown,no
57,entrepreneur,divorced,secondary,yes,25,yes,no,cellular,11,may,652.0,1,370.0,4,other,no
26,admin.,single,secondary,no,96,yes,no,cellular,13,may,612.0,2,348.0,3,other,no
34,management,married,tertiary,no,1116,yes,no,cellular,25,jul,53.0,5,-1.0,0,unknown,no
46,technician,divorced,secondary,no,-90,no,yes,telephone,17,oct,270.0,1,-1.0,0,unknown,yes
38,entrepreneur,married,tertiary,no,170,yes,no,cellular,18,may,442.0,1,-1.0,0,unknown,yes
37,technician,single,secondary,no,3665,no,no,cellular,12,aug,664.0,3,-1.0,0,unknown,yes
28,management,single,tertiary,no,2380,no,no,cellular,14,sep,394.0,2,-1.0,0,unknown,no
57,blue-collar,married,primary,no,179,no,no,unknown,9,jun,230.0,3,-1.0,0,unknown,no
39,management,married,tertiary,no,763,yes,no,cellular,11,may,877.0,7,300.0,2,other,yes
49,services,married,secondary,no,320,no,no,telephone,9,feb,1971.0,4,-1.0,0,unknown,yes
38,technician,married,secondary,no,1960,yes,no,cellular,21,aug,161.0,2,-1.0,0,unknown,no
27,blue-collar,married,secondary,no,818,yes,no,unknown,3,jun,188.0,5,-1.0,0,unknown,no
30,admin.,married,secondary,no,2678,yes,no,cellular,18,may,23.0,5,-1.0,0,unknown,no
38,admin.,married,tertiary,no,1980,no,no,cellular,5,aug,176.0,2,-1.0,0,unknown,no
36,management,married,tertiary,no,1582,no,no,telephone,3,feb,26.0,2,197.0,1,failure,no
38,retired,single,unknown,no,62,no,no,unknown,19,jun,212.0,1,-1.0,0,unknown,no
59,housemaid,married,primary,no,235,no,no,cellular,13,aug,119.0,2,-1.0,0,unknown,no
37,management,married,tertiary,no,489,yes,no,cellular,7,aug,205.0,5,-1.0,0,unknown,no
29,self-employed,married,tertiary,no,3931,yes,no,unknown,3,jun,73.0,4,-1.0,0,unknown,no
43,blue-collar,married,secondary,no,699,yes,yes,cellular,20,nov,1258.0,2,122.0,2,other,yes
33,technician,married,secondary,no,58,yes,no,telephone,29,aug,57.0,2,-1.0,0,unknown,no
54,housemaid,divorced,secondary,no,1327,no,no,unknown,5,jun,115.0,2,-1.0,0,unknown,no
55,services,married,secondary,no,557,no,no,unknown,19,jun,58.0,1,-1.0,0,unknown,no
32,technician,single,tertiary,no,741,yes,no,cellular,11,aug,238.0,1,-1.0,0,unknown,no
48,management,married,primary,no,3230,yes,no,telephone,20,nov,207.0,3,-1.0,0,unknown,no
33,management,single,tertiary,no,1439,yes,no,cellular,3,jun,178.0,2,-1.0,0,unknown,no
46,admin.,married,secondary,no,120,yes,no,unknown,14,may,20.0,11,-1.0,0,unknown,no
44,management,married,tertiary,no,1058,no,no,cellular,11,mar,188.0,3,-1.0,0,unknown,yes
47,blue-collar,married,primary,no,881,yes,no,cellular,14,may,143.0,1,370.0,2,failure,no
38,technician,married,secondary,no,6728,no,no,cellular,25,nov,232.0,1,96.0,4,success,yes
80,retired,married,secondary,no,462,no,no,cellular,7,dec,127.0,2,-1.0,0,unknown,no
40,self-employed,married,secondary,no,167,yes,yes,cellular,8,may,380.0,4,295.0,1,failure,no
43,entrepreneur,married,tertiary,no,1574,yes,no,cellular,19,nov,167.0,3,-1.0,0,unknown,no
32,technician,single,tertiary,no,1625,no,no,cellular,22,may,796.0,1,109.0,1,failure,yes
39,management,married,tertiary,no,562,no,no,cellular,13,sep,303.0,2,-1.0,0,unknown,no
